,Restaurant ID,Restaurant Name,Country Code,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
895,309558,Shree Rathnam,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3128332,28.397424,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,500-1000,3.4,Orange,Average,48,India
896,8128,Mirage Restro Bar,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3131025,28.3978083,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,No,1000-2000,2.4,Red,Poor,25,India
897,304062,Jai Jagannath Hotel,1,Faridabad,Dayal Bagh,77.294319,28.4937692,South Indian,200,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,3,India
898,9785,Gelato Vinto,1,Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad",77.3139102,28.3868454,"Desserts, Ice Cream",250,Indian Rupees(Rs.),No,No,0-500,2.8,Orange,Average,12,India
899,312514,Maggi Point,1,Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad",77.3140449,28.3869029,Fast Food,200,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,2,India
900,308961,Angaar,1,Faridabad,"Hotel Saffron Kiran, Faridabad",77.3056977,28.4719854,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,No,1000-2000,0.0,White,Not rated,0,India
901,308963,TcozY,1,Faridabad,"Hotel Saffron Kiran, Faridabad",77.3066401,28.4722089,Cafe,1500,Indian Rupees(Rs.),No,No,1000-2000,0.0,White,Not rated,0,India
902,308962,The Retriever,1,Faridabad,"Hotel Saffron Kiran, Faridabad",77.3062507,28.4723428,"North Indian, Mughlai, Chinese",1500,Indian Rupees(Rs.),Yes,No,1000-2000,0.0,White,Not rated,0,India
903,8169,Bangali Sweets & Restaurant,1,Faridabad,Indraprastha Colony,77.3153578,28.4534629,Mithai,100,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,2,India
904,309368,Silver,1,Faridabad,K Hotel,77.316429,28.446715,"North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),Yes,No,1000-2000,0.0,White,Not rated,3,India
905,18472429,Chill 'N Grill,1,Faridabad,NIT,77.2900667,28.3954463,North Indian,300,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
906,18472418,Punjabi Restaurant,1,Faridabad,NIT,77.2874809,28.3939512,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,500-1000,0.0,White,Not rated,0,India
907,18472426,Standard Chicken Point,1,Faridabad,NIT,77.2875524,28.3940171,Mughlai,500,Indian Rupees(Rs.),No,No,500-1000,0.0,White,Not rated,0,India
908,18450934,The Grillz & Gravy,1,Faridabad,NIT,77.2922781,28.3982684,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
909,6025,Cakes 'n Bakes - Park Plaza,1,Faridabad,"Park Plaza, Sector 21, Faridabad",77.2969459,28.4292178,Bakery,1000,Indian Rupees(Rs.),No,No,1000-2000,3.0,Orange,Average,15,India
910,6013,Cafe Bite,1,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",77.3144487,28.383665,Cafe,500,Indian Rupees(Rs.),No,No,500-1000,3.2,Orange,Average,19,India
911,8153,Cafe Light,1,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",77.3144877,28.3837046,"Cafe, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,500-1000,2.8,Orange,Average,8,India
912,18471296,Little Cafe,1,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",77.3145373,28.3836738,"Fast Food, Beverages",300,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
913,18279477,Momo-Cha,1,Faridabad,Sector 10,77.3291609,28.3754863,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,0-500,2.8,Orange,Average,20,India
914,18359331,Oregano India,1,Faridabad,Sector 10,77.3266079,28.3689797,"Fast Food, Chinese, Italian",500,Indian Rupees(Rs.),No,No,500-1000,3.1,Orange,Average,11,India
915,301151,Sagar Bakery,1,Faridabad,Sector 10,77.3270132,28.3692291,Bakery,150,Indian Rupees(Rs.),No,No,0-500,3.0,Orange,Average,11,India
916,18204479,Smugglers,1,Faridabad,Sector 10,77.329628,28.3702087,North Indian,450,Indian Rupees(Rs.),No,Yes,0-500,3.1,Orange,Average,7,India
917,2198,Welcome,1,Faridabad,Sector 10,77.3288978,28.3777541,"North Indian, Chinese",700,Indian Rupees(Rs.),Yes,No,500-1000,2.9,Orange,Average,13,India
918,18434243,Giani's,1,Faridabad,Sector 10,77.3270132,28.3692291,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
919,18273628,Invitation,1,Faridabad,Sector 10,0.0,0.0,North Indian,700,Indian Rupees(Rs.),No,No,500-1000,0.0,White,Not rated,3,India
920,18471262,New Dilight,1,Faridabad,Sector 10,77.3295018,28.3730138,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,500-1000,0.0,White,Not rated,0,India
921,18258480,Chimney,1,Faridabad,Sector 11,77.319026,28.3725172,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),Yes,Yes,500-1000,3.3,Orange,Average,25,India
922,9698,Chopstick,1,Faridabad,Sector 11,77.3185858,28.371835,Chinese,300,Indian Rupees(Rs.),No,No,0-500,3.0,Orange,Average,22,India
923,8326,Hot & Tasty Chinese Food,1,Faridabad,Sector 11,77.3184832,28.3719511,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,0-500,2.6,Orange,Average,26,India
924,18270379,Sanjha Chulha,1,Faridabad,Sector 11,77.32157,28.3692881,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,500-1000,2.9,Orange,Average,16,India
925,304006,Frontier,1,Faridabad,Sector 12,77.31429167,28.38339444,Bakery,200,Indian Rupees(Rs.),No,No,0-500,2.9,Orange,Average,7,India
926,308957,Oxy Lounge,1,Faridabad,Sector 12,77.3244365,28.384502,"North Indian, Chinese, Italian",1500,Indian Rupees(Rs.),Yes,Yes,1000-2000,3.1,Orange,Average,28,India
927,18427216,City Dhaba,1,Faridabad,Sector 12,77.3144456,28.3811924,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,500-1000,0.0,White,Not rated,0,India
928,18433315,Garam Masala,1,Faridabad,Sector 12,0.0,0.0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
929,8266,Mittal Fast Food,1,Faridabad,Sector 12,77.32425,28.38471389,Fast Food,100,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
930,18383469,Al Bake,1,Faridabad,Sector 15,77.3229299,28.395009,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,500-1000,3.2,Orange,Average,31,India
931,1367,Anupam Sweet,1,Faridabad,Sector 15,77.3222568,28.3949008,"North Indian, South Indian, Chinese, Fast Food, Mithai",400,Indian Rupees(Rs.),No,No,0-500,3.4,Orange,Average,70,India
932,9650,Cafe Coffee Day,1,Faridabad,Sector 15,77.3236112,28.3952671,Cafe,450,Indian Rupees(Rs.),No,No,0-500,3.3,Orange,Average,67,India
933,308335,Chicago Pizza,1,Faridabad,Sector 15,77.3217184,28.3950296,Pizza,600,Indian Rupees(Rs.),No,No,500-1000,2.7,Orange,Average,35,India
934,18391065,Crispy Crust,1,Faridabad,Sector 15,77.3241683,28.3950992,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,500-1000,3.4,Orange,Average,22,India
935,301193,Frontier,1,Faridabad,Sector 15,77.3235114,28.3951274,Bakery,200,Indian Rupees(Rs.),No,No,0-500,3.3,Orange,Average,17,India
936,18107832,Gulab,1,Faridabad,Sector 15,77.3239437,28.3952906,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,Indian Rupees(Rs.),No,Yes,500-1000,2.6,Orange,Average,39,India
937,18089254,Hunger Cure Express,1,Faridabad,Sector 15,77.3217312,28.3946937,"Fast Food, Beverages",500,Indian Rupees(Rs.),No,No,500-1000,3.3,Orange,Average,35,India
938,312981,Maitre Patissier,1,Faridabad,Sector 15,0.0,0.0,Bakery,500,Indian Rupees(Rs.),No,No,500-1000,3.4,Orange,Average,35,India
939,18082235,Momo-Cha,1,Faridabad,Sector 15,77.3224363,28.3951869,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,0-500,2.7,Orange,Average,32,India
940,18138421,Nirula's,1,Faridabad,Sector 15,77.292179,28.452631,"Fast Food, Desserts, Ice Cream, Beverages",950,Indian Rupees(Rs.),No,No,500-1000,2.6,Orange,Average,14,India
941,18421965,The Grub House,1,Faridabad,Sector 15,77.323244,28.3950834,"Cafe, North Indian, Chinese, Continental",600,Indian Rupees(Rs.),No,No,500-1000,2.7,Orange,Average,17,India
942,303267,Twenty Four Seven,1,Faridabad,Sector 15,77.3234608,28.3950913,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,0-500,3.4,Orange,Average,35,India
943,7471,Cafe Parmesan,1,Faridabad,Sector 15,77.3236479,28.3950766,Italian,1000,Indian Rupees(Rs.),No,No,1000-2000,4.5,Dark Green,Excellent,799,India
944,18219542,Briosca,1,Faridabad,Sector 15,77.3234235,28.3952798,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,Yes,0-500,3.6,Yellow,Good,62,India
945,18355112,Burger Point,1,Faridabad,Sector 15,77.3220773,28.3949736,"Burger, Fast Food",300,Indian Rupees(Rs.),No,Yes,0-500,3.5,Yellow,Good,24,India
946,18270895,Cafe Grub Up,1,Faridabad,Sector 15,77.3235233,28.395196,"Cafe, American, Mexican, Italian, Thai",900,Indian Rupees(Rs.),Yes,No,500-1000,3.8,Yellow,Good,134,India
947,18313839,Cakes At Bhawanas,1,Faridabad,Sector 15,77.317231,28.393261,Bakery,400,Indian Rupees(Rs.),No,No,0-500,3.5,Yellow,Good,26,India
948,5005,Chaudhary Bhojnalaya,1,Faridabad,Sector 15,77.3240517,28.3953389,North Indian,400,Indian Rupees(Rs.),No,No,0-500,3.6,Yellow,Good,93,India
949,1820,Chickenette,1,Faridabad,Sector 15,77.3244107,28.3951035,"Raw Meats, North Indian, Chinese, Fast Food",650,Indian Rupees(Rs.),No,No,500-1000,3.7,Yellow,Good,280,India
950,3863,Giani,1,Faridabad,Sector 15,77.3216428,28.3951385,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,0-500,3.6,Yellow,Good,70,India
951,9814,Green Chick Chop,1,Faridabad,Sector 15,77.3244107,28.3951932,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,0-500,3.5,Yellow,Good,31,India
952,18474912,Hash Stix,1,Faridabad,Sector 15,77.32343964,28.39483205,Fast Food,250,Indian Rupees(Rs.),No,No,0-500,3.6,Yellow,Good,25,India
953,18161568,Juice On Go,1,Faridabad,Sector 15,77.32328642,28.39527358,"Juices, Beverages",150,Indian Rupees(Rs.),No,No,0-500,3.5,Yellow,Good,18,India
954,18416829,Keventers,1,Faridabad,Sector 15,77.3218081,28.3947688,Beverages,400,Indian Rupees(Rs.),No,No,0-500,3.6,Yellow,Good,27,India
955,18400756,MD's Kebabs & Curries,1,Faridabad,Sector 15,77.3244107,28.395283,"North Indian, Mughlai, Chinese",750,Indian Rupees(Rs.),No,Yes,500-1000,3.8,Yellow,Good,27,India
956,301177,Perfect Bake,1,Faridabad,Sector 15,77.29659833,28.43002333,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,No,0-500,3.5,Yellow,Good,39,India
957,6161,Perfect Bake,1,Faridabad,Sector 15,77.3231543,28.3952545,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,No,0-500,3.6,Yellow,Good,126,India
958,2565,Sethi's Delicacy,1,Faridabad,Sector 15,77.3244651,28.3950376,"Fast Food, Bakery",150,Indian Rupees(Rs.),No,No,0-500,3.8,Yellow,Good,75,India
959,3866,Subway,1,Faridabad,Sector 15,77.3219427,28.3948264,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,500-1000,3.5,Yellow,Good,143,India
960,18250288,Cafí© Bogchi,1,Faridabad,Sector 15,77.32380275,28.39572041,"Cafe, Italian, Mexican, Continental",650,Indian Rupees(Rs.),No,Yes,500-1000,4.1,Green,Very Good,153,India
961,1430,Ashoka Restaurant,1,Faridabad,Sector 16,77.3203273,28.4104693,North Indian,400,Indian Rupees(Rs.),No,No,0-500,2.9,Orange,Average,43,India
962,18393702,Baskin Robbins,1,Faridabad,Sector 16,77.3201927,28.4107707,Ice Cream,300,Indian Rupees(Rs.),No,Yes,0-500,2.9,Orange,Average,4,India
963,6152,China Hot Pot,1,Faridabad,Sector 16,77.3192063,28.4106963,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,0-500,2.5,Orange,Average,25,India
964,306962,Handi Chhadeyan Di,1,Faridabad,Sector 16,77.3185323,28.4106593,North Indian,400,Indian Rupees(Rs.),No,No,0-500,3.1,Orange,Average,26,India
965,18445360,Hungrill,1,Faridabad,Sector 16,77.3190765,28.4108198,"North Indian, Chinese, Continental",500,Indian Rupees(Rs.),No,No,500-1000,3.0,Orange,Average,4,India
966,6150,Kant Khana Khazana,1,Faridabad,Sector 16,77.318667,28.4106772,North Indian,250,Indian Rupees(Rs.),No,No,0-500,3.4,Orange,Average,22,India
967,18421024,Open Yard,1,Faridabad,Sector 16,77.3199015,28.4095652,"North Indian, Chinese, Continental",800,Indian Rupees(Rs.),Yes,No,500-1000,3.3,Orange,Average,14,India
968,18471260,Recipe Badshah,1,Faridabad,Sector 16,0.0,0.0,North Indian,300,Indian Rupees(Rs.),No,No,0-500,3.1,Orange,Average,8,India
969,18367316,The Chai Cafe,1,Faridabad,Sector 16,77.3185772,28.4108878,"Cafe, Chinese",400,Indian Rupees(Rs.),No,No,0-500,3.1,Orange,Average,8,India
970,18466931,Apna Restaurant,1,Faridabad,Sector 16,77.3190262,28.4105451,North Indian,400,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
971,18466420,Chaudhary Chaap & Chinese,1,Faridabad,Sector 16,77.3187017,28.4106649,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
972,18464607,Chings Chinese,1,Faridabad,Sector 16,77.3200132,28.4118307,Chinese,300,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
973,18464631,Food On Wheels,1,Faridabad,Sector 16,77.3202824,28.4120355,Chinese,300,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
974,301170,Gulshan Hotel,1,Faridabad,Sector 16,77.3203273,28.4104693,North Indian,250,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,2,India
975,18466939,Maa Kali Foods,1,Faridabad,Sector 16,77.3196991,28.4104999,Chinese,250,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
976,18380180,The Street Kitchen,1,Faridabad,Sector 16,77.3185772,28.4107084,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
977,18466407,United Kitchen,1,Faridabad,Sector 16,77.3189708,28.4120254,Fast Food,500,Indian Rupees(Rs.),No,No,500-1000,0.0,White,Not rated,0,India
978,304001,Eat N Treat,1,Faridabad,Sector 17,77.3266023,28.4101024,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,0-500,2.8,Orange,Average,20,India
979,8319,Hotel Ekant,1,Faridabad,Sector 17,77.329167,28.4101795,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,No,500-1000,2.7,Orange,Average,39,India
980,303871,Momo-Cha,1,Faridabad,Sector 17,77.3288978,28.4106029,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,500-1000,2.7,Orange,Average,56,India
981,8321,Paradise Inn,1,Faridabad,Sector 17,77.3275764,28.4103725,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,500-1000,2.7,Orange,Average,43,India
982,311047,Red Chilli,1,Faridabad,Sector 17,77.326744,28.4099515,Chinese,300,Indian Rupees(Rs.),No,No,0-500,2.8,Orange,Average,9,India
983,8320,Shiv Restaurant,1,Faridabad,Sector 17,77.3278324,28.4101647,North Indian,400,Indian Rupees(Rs.),No,No,0-500,2.7,Orange,Average,20,India
984,8308,Sohan Sweets & Namkeen,1,Faridabad,Sector 17,77.3279106,28.4103306,Mithai,100,Indian Rupees(Rs.),No,No,0-500,3.2,Orange,Average,41,India
985,18303717,The Binge Box Cafe,1,Faridabad,Sector 17,77.3279106,28.4105998,Cafe,500,Indian Rupees(Rs.),No,No,500-1000,3.4,Orange,Average,18,India
986,304004,Tmos Moving Feast,1,Faridabad,Sector 17,77.32609671,28.4101156,"Chinese, North Indian",700,Indian Rupees(Rs.),No,Yes,500-1000,3.3,Orange,Average,76,India
987,18472625,Tmos Cafe Corner,1,Faridabad,Sector 17,77.326227,28.409801,Cafe,700,Indian Rupees(Rs.),Yes,Yes,500-1000,0.0,White,Not rated,1,India
988,18420432,Parkash Dhaba,1,Faridabad,Sector 19,77.3138205,28.417529,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,0-500,3.0,Orange,Average,6,India
989,9824,Sanjha Chulha,1,Faridabad,Sector 19,77.3144487,28.4175882,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,500-1000,3.3,Orange,Average,219,India
990,8029,Hareram Bikanerzaika,1,Faridabad,Sector 21,77.2969594,28.4304159,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,0-500,2.8,Orange,Average,11,India
991,312788,Kulcha Paaji,1,Faridabad,Sector 21,77.2967664,28.4317132,Street Food,100,Indian Rupees(Rs.),No,No,0-500,3.1,Orange,Average,12,India
992,309672,Shree Bikaner Misthan Bhandar,1,Faridabad,Sector 21,77.2964432,28.4301217,"Street Food, South Indian, Mithai",350,Indian Rupees(Rs.),No,No,0-500,2.8,Orange,Average,13,India
993,18359861,"The Hub - Gourmet, Bakers & More",1,Faridabad,Sector 21,0.0,0.0,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,No,0-500,3.0,Orange,Average,7,India
994,18439547,Anand Dhaba,1,Faridabad,Sector 21,77.2963379,28.4298355,North Indian,200,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,1,India
995,18241538,Bikaneri Sweets & Restaurant,1,Faridabad,Sector 21,0.0,0.0,"Mithai, North Indian",250,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
996,18452730,Delicieux Ice Cream Rolls,1,Faridabad,Sector 21,77.2969354,28.4300562,"Ice Cream, Desserts, Beverages",400,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,1,India
997,18317486,Flying Tandoor,1,Faridabad,Sector 21,77.291919,28.4221037,"North Indian, Fast Food",300,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,3,India
998,18432933,Food Station,1,Faridabad,Sector 21,0.0,0.0,"North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
999,18452267,Grub Hub,1,Faridabad,Sector 21,77.2964494,28.4296999,Asian,500,Indian Rupees(Rs.),No,No,500-1000,0.0,White,Not rated,1,India
1000,18466980,Punjabi Chulha,1,Faridabad,Sector 21,77.2965369,28.4298396,North Indian,300,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,3,India
1001,18469937,Purani Dilli Da Swad,1,Faridabad,Sector 21,77.2966226,28.4301909,"Street Food, Fast Food",100,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,2,India
1002,18466937,The BBQ Garden,1,Faridabad,Sector 21,0.0,0.0,"North Indian, Seafood",700,Indian Rupees(Rs.),Yes,No,500-1000,0.0,White,Not rated,0,India
1003,18433879,The Chaiwalas,1,Faridabad,Sector 21,77.3002223,28.4263417,Cafe,300,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
1004,18369105,Funk House Cafe,1,Faridabad,Sector 28,77.31297973,28.43892133,"Cafe, Italian, Salad",650,Indian Rupees(Rs.),No,Yes,500-1000,2.6,Orange,Average,15,India
1005,18133473,Shiksha Fast Food,1,Faridabad,Sector 28,77.315069,28.4353341,"Fast Food, Chinese",200,Indian Rupees(Rs.),No,No,0-500,2.9,Orange,Average,5,India
1006,18458540,Hungry Head,1,Faridabad,Sector 28,77.3150688,28.4353375,"Street Food, Fast Food",200,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
1007,18482753,Tandoori Hut,1,Faridabad,Sector 28,0.0,0.0,North Indian,400,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,0,India
1008,8167,Lalit Kathi Rolls Momos,1,Faridabad,Sector 29,77.3211256,28.4334516,Fast Food,100,Indian Rupees(Rs.),No,No,0-500,3.1,Orange,Average,9,India
1009,18463990,Tamasha In Tafree,1,Faridabad,Sector 29,77.3212535,28.4334249,Cafe,600,Indian Rupees(Rs.),No,No,500-1000,0.0,White,Not rated,3,India
1010,18353030,Oh My!,1,Faridabad,Sector 30,0.0,0.0,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,0-500,0.0,White,Not rated,2,India
1011,18420465,Butter & Grace,1,Faridabad,Sector 31,77.309147,28.446933,"North Indian, Chinese, Italian, Fast Food",700,Indian Rupees(Rs.),No,Yes,500-1000,3.1,Orange,Average,7,India
1012,309656,Green Chick Chop,1,Faridabad,Sector 31,77.317127,28.4465451,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,0-500,3.1,Orange,Average,9,India
